09-11|||||||||Afterfeast of the Nativity of the Theotokos|St. Theodora of Alexandria (474-491). St. Euphrosynus the Cook, of Alexandria (9th C). Holy Martyrs Demetrius, his wife Euanthia, and their son Demetrian, at Skepsis on the Hellespont (1st C). Translation of the relics of SS Sergius and Herman, Wonderworkers of Valaam (1353).|St. Deiniol, abbot of Bangor, bishop in Clwyd (c.584).
09-12|||||||||Leavetaking of the Nativity of the Theotokos|Hieromartyr Autonomus, bishop in Italy (313). St. Coronatus, bishop of Iconium (3rd C). Holy Martyr Julian of Galatia and Forty Martyrs with him (4th C). St. Daniel of Thassos, monk (843).|St. Ailbe (Elvis), bishop of Emly (6th C).
09-13|Commemoration of the Dedication of the Church of the Resurrection (Holy Sepulchre) at Jerusalem (335)|4|Hebrews 3:1-4|Matthew 16:13-19|||1||Forefeast of the Exaltation of the Cross|Hieromartyr Cornelius the Centurion (1st C). Venerable Hierotheos the Younger of Iveron monastery on Athos (1745). Holy Martyr Aristeidos. Great Martyr Ketevan, Queen of Georgia (1624). Holy Martyrs Elias, Zoticus, Lucian, Valerian, Macrobius and Gordian at Tomi in Romania (320).|St. Wilfrida, abbess of Wilton (10th C).
09-14|The Exaltation of the Precious and Life-Giving Cross|1|1 Corinthians 1:18-24|John 19:6-11,13-20,25-28,30-35|1|1|1|1||Holy Martyr Papas of Lycaonia (305). St. Placilla the Empress (400), wife of Theodosius the Great. St. Maria of Tarsus (607). New Martyr Macarius of Thessalonica, disciple of St. Niphon, patriarch of Constantinople (1527). Venerable-martyr Joseph of Dionysiou monastery on Athos. Commemoration of the Holy Fathers of the Sixth Œcumenical Council (680).(N.B. The commemoration of the repose of Saint John Chrysostom is tranferred to November 13th)|St. Cormac, 1st bishop of Cashel (908).
09-15|||||||||Afterfeast of the Exaltation of the Cross|Great Martyr Nicetas the Goth (c.372). Righteous Philotheus of Asia Minor (10th C). Holy Martyr Porphyrius the Actor (361). SS Bessarion I and Bessarion II (1540), metropolitans of Larissa. St. Philotheus the Wonderworker and St. Gerasimus, abbot, of Sourvia (1740). St. Joseph the New of Partos, metropolitan of Timisoara (1656). New Martyr John of Crete (1811).|St. Hernan, hermit (6th C). St. Merryn, bishop of Bangor (620).
09-16|||||||||Afterfeast of the Exaltation of the Cross|Great Martyr Euphemia the All-praised (304). St. Sebastiana, disciple of St. Paul the Apostle, martyred at Heraclea (1st C). Holy Martyr Ludmilla, grandmother of St. Wenceslaus, Prince of the Czechs (927). St. Procopius, abbot, of Sazava in Bohemia (1053). St. Dorotheus, hermit, of Egypt (4th C). Holy Martyr Melitina of Marcianopolis (2nd C).|St. Ninian, bishop of Whithorn (Candida Casa) (c.432). St. Edith of Wilton (984). Enshrinement of the Relics (1984) (3rd Sep O.C.) of St. Edward the Martyr, King of England (978).
09-17|||||||||Afterfeast of the Exaltation of the Cross|Holy Martyr Sophia, and her three daughters, Faith (Pistis, Vera), Hope (Elpis, Nadezhda), and Love (Agape, Lyubov), at Rome (c.137). Hieromartyrs Heraclides and Myron of Cyprus. Holy Martyr Agathocleia. St. Anastasius and Euxiphios of Perioteron in Cyprus (12th C).|SS. Socrates and Stephen, martyred in Monmouthshire (304).
09-18|||||||||Afterfeast of the Exaltation of the Cross|St. Eumenios, bishop of Gortyna (6th C). Holy Martyr Ariadne of Phrygia (2nd C). Holy Martyrs Sophia and Irene of Egypt (3rd C). Holy Martyr Castor of Alexandria.|
09-19|||||||||Afterfeast of the Exaltation of the Cross|Holy Martyrs Trophimus, Sabbatius, and Dorymedon of Synnada (276). St. Theodore, Prince of Smolensk (1299) and his children David and Constantine, wonder workers of Yaroslav.|St. Theodore of Tarsus, 7th archbishop of Canterbury & Patron of the Antiochian Orthodox Archdiocese of the British Isles and Ireland (690).
09-20|||||||||Afterfeast of the Exaltation of the Cross|Great Martyr Eustathius (Eustace), his wife, Martyr Theopiste, and their children, Martyrs Agapius and Theopistus, of Rome (c 118). St. Eustathius, archbishop of Thessalonica (1194). Venerable Martyr Hilarion of St. Anne Skete on Athos. Venerable John of Crete. Holy Martyr Michael and his Councillor Theodore of Chernigov (1245). St. Stephen (István), King and Enlightener of Hungary (1038).|
09-21|||||||||Leavetaking of the Exaltation of the Precious and Lifegiving Cross|Righteous Prophet Jonah. Apostle Quadratus the Apologist (c.130). St. Jonah the presbyter (9th C), father of SS Theophanes the Hymnographer and Theodore Graptus. SS Isaacius and Meletius, bishops of Cyprus. St. Jonah the Sabbaite (9th C). Uncovering of the relics (1752) of St. Demetrius, metropolitan of Rostov (1709).|St. Mabyn, missionary in Cornwall (5th C).
09-22||||||||||Hieromartyr Phocas the Wonderworker, bishop of Sinope (117). Holy Martyr Phocas the Gardener of Sinope (c.320). Holy Martyrs Isaac and Martin. The 26 Martyrs of Zographou Monastery martyred by the Latins (1276). St. Cosmas, desert-dweller of Zographou, Mt. Athos (1323).|
09-23|The Conception of the Holy Glorious Prophet, Forerunner and Baptist, John|4|Galatians 4:22-27|Luke 1:5-25|1||1|||SS Xanthippe and Polyxene, disciples of the Apostles, who died in Spain (109). Virgin-Martyr Irais (Rhais) of Alexandria (c.308). New Martyr Nicholas Pantopolis at Constantinople (1672). New Martyr John of Epirus (1814).|St. Adomnan (Eunan), abbot of Iona and biographer of St. Columba (704). St. Cissa of Crowland, hermit (8th C).
09-24|Holy Protomartyr and Equal-to-the-Apostles Thekla of Iconium (1st C)||2 Timothy 3:10-15|Matthew 25:1-13|1||1|1||The Miracle of the Icon of the Most Holy Theotokos of the ‘Myrtle Tree’, of Kythera. St. Coprius of Palestine (530). St. Silouan of Mt Athos (1938). Glorification (1978) (11th Sep O.C.) of St. Xenia of St. Petersburg (18th C).|SS. Chuniald and Gislar, Irish missionaries in Germany (7th C).
09-25||||||||||St. Euphrosyne of Alexandria (5th C). Holy Martyr Paphnutius and 546 companions in Egypt (3rd C). Holy Martyrs Paul and Tatta of Damascus and their children, Sabinian, Maximus, Rufus, and Eugene. Repose of St. Sergius the Wonderworker of Radonezh (1392). Translation of the relics of St. Herman, archbishop of Kazan (1595).|St. Finbar Barry, 1st bishop of Cork (c.633). St. Ceolfrid, abbot of Wearmouth (716). St. Caian of Anglesey (5th C). St. Egelred of Crowland, martyr (870). St. Fymbert, bishop in the west of Scotland (7th C). St. Mwrog.
09-26|Repose of the Holy Apostle and Evangelist John the Theologian (2nd C)|3|1 John 4:12-19|John 19:25-27,21:24-25|1|1|1|1||Holy Martyr Cyra. New Hieromartyr Vladimir, priest (1939). St. Nilus of Rossano, founder of Grottaferrata, Italy (1004). St. Ephraim, abbot of Perekop, Wonderworker of Novgorod (1492). Righteous Gideon, Judge of Israel. St. Amantius, Città di Castello (c.600). St. Eusebius of Bologna (c.400). St. Vigilius of Brescia (c.506).|St. Mawgan, abbot-bishop of Bardsey. St. Colman Elo, abbot of Muckamore (611).
09-27||||||||||Holy Martyr Callistratus and his company of 49 Martyrs (c.304). Apostles Mark, Aristarchus, and Zenas, of the Seventy (1st C). New Martyr Aquilina at Thessalonica (1764). St. Epicharis of Rome (305). St. Igantius, abbot in Asia Minor (975). St. Sabbatius, Wonderworker of Solovki (1435).|St. Barrog, Hermit of Barry (6th C). St. Sigebert, King of the East Angles and Martyr (635).
09-28|Saint Chariton the Confessor, abbot of Palestine (c.350)|4|2 Corinthians 4:6-15|Luke 6:17-23|||1|||St. Alkison, bishop of Nicopolis in Epirus (561). St. Auxentius the Alaman, Wonderworker of Cyprus (12th C). St. Neophytus the Recluse of Cyprus (1214). Righteous Prophet Baruch (6th C BC). Martyrdom of St. Wenceslas (Viacheslav), Prince of the Czechs (935). Holy Martyrs Alexander, Alphius, Zosimas, Mark, Nicon, Neon, Heliodorus, and 24 others in Pisidia and Phrygia (4th C).|St. Conwall (Conval), disciple of St. Kentigern (630). St. Tetta, abbess of Wimborne (8th C). St. Lioba, abbess and missionary (782). St. Machan, monk.
09-29||||||||||St. Cyriacus the Hermit, of Palestine (556). St. Theophanes the Merciful of Gaza. New Monk-Martyr Malachias of Rhodes and those with him (1500).|
09-30||||||||||Hieromartyr Gregory, the Enlightener of Armenia (c.335). Blessed Jerome (Hieronymus) the Translator (420). Holy Martyrs Mardonius and Stratonicus. Holy Martyrs Rhipsime and Gaiana of Armenia and 35 Holy Virgins with them (4th C). St. Gregory, abbot of Pelshme, Wonderworker of Vologda (1442). St. Michael, 1st metropolitan of Kiev (992).|St. Honorius, 5th archbishop of Canterbury (653). St. Midan of Anglesey (610). St. Enghenedl of Anglesey (7th C). SS Tancred, Torthred and Tova, hermits and martyrs (870).
10-01|The protection of our most holy lady, the Theotokos and ever-virgin Mary|3|Hebrews 9:1-7|Luke 10:38-42,11:27-28|1||1|1||Apostle of the Seventy, Ananias, 1st bishop of Damascus (1st C). St. Romanus the Melodist of Constantinople "Sweet-singer" (556). Holy Martyr Domninus of Thessalonica (4th C). St. John (Koukouzelis) the Hymnographer of Athos (c.1341). St. Gregory the Singer of Mt. Athos (1355).|St. Fidharleus of Rathin (762). St. Melorius of Cornwall.
10-02||||||||||Hieromartyr Cyprian, bishop of Antioch in Pisidia, Virgin-Martyr Justina the deaconess, and Martyr Theoctistus of Nicomedia (304). Blessed Andrew, Fool-for-Christ, at Constantinople (936). Holy Martyrs David and Constantine, princes of Argveti, Georgia (740). New Martyr George of Philadelphia in Asia Minor (1794). St. Anna of Kashin (1338). St. Leger (Leodegarius), bishop of Autun (677).|
10-03||||||||||Hieromartyr Dionysius (Denys) the Areopagite, bishop of Athens, and with him Holy Martyrs Rusticus the presbyter and Eleutherius the deacon (96). St. John the Chozebite, bishop of Caesarea in Palestine (6th C).|Holy Martyrs Ewald the Fair and Ewald the Dark (695).
10-04||||||||||Hieromartyr Hierotheus, bishop of Athens (1st C). Holy Martys Crispus & Gaius (1st C). St. Paul the Simple (340) and St. Ammon (350), of Egypt, disciples of St. Anthony the Great. Holy Martyrs Domnina and her daughters Berenice and Prosdoce of Syria (4th C). Uncovering of the relics (1595) of St. Gurias, 1st archbishop of Kazan (1563) and St. Barsanuphius, bishop of Tver (1576). Holy Martyr Stephen (Stiljanovich) of Serbia (1515) and his wife, St. Elena.|
10-05||||||||||Holy Martyr Charitina of Amisus (304). St. John, bishop of Euchaita. Hieromartyr Dionysius, Bishop of Alexandria (265). Venerable Eudocimos of Vatopedi monastery, Mt Athos. St. Methodia of Cimolus. SS Peter, Alexis, Jonah, Philip and Hermogenes, Wonderworkers and metropolitans of Moscow.|
10-06|The Holy and Glorious Apostle Thomas (1st C)|4|1 Corinthians 4:9-16|John 20:19-31|||1|||Virgin-Martyr Erotheis of Cappadocia. New Martyr Macarius at Kion in Bithynia (1590). Glorification of St. Innocent, metropolitan of Moscow, Enlightener of the Aleuts and Apostle to the Americas (1977).|St. Lalluwy of Menheniot, virgin (6th C). St. Ceollach, bishop of the Mercians (7th C). St. Cumine the White, abbot of Iona (669).
10-07||||||||||Holy martyrs Sergius and Bacchus in Syria (303). Holy martyrs Julian the presbyter, and Caesarius the deacon, at Terracina (1st C). Holy martyr Polychronius of Gampnanitus (4th C). Venerable Martyr John the Hermit and those with him in Crete. St. Sergius, abbot of Nurma, Vologda (1412), disciple of St. Sergius of Radonezh.|Holy Martyr Cynog (492). St. Dubtach, bishop of Armagh (513). Holy Martyr Princess Osyth of Crich (c.700). St. Helanus, Irish missionary in Gaul (5th C).
10-08||||||||||St. Pelagia the Penitent of the Mount of Olives (457). Virgin-Martyr Pelagia of Antioch (303). St. Thais (Taisia) the Harlot, of Egypt (4th C). St. Philotheus, patriarch of Constantinople (1379). Venerable martyr Ignatios of Prodromou Skete on Athos. Monk-martyr Ignatius of Bulgaria.|St. Keyne, virgin-recluse. St. Iwi of Lindisfarne, hermit (c.690). St. Triduna of Restalrig (4th C).
10-09|The Holy Apostle James, Son of Alphaeus|4|1 Corinthians 4:9-16|Matthew 9:36-10:8|||1|||St. Andronicus and his wife St. Athanasia, of Egypt (5th C). Righteous Forefather Abraham, and his nephew, Righteous Lot (2000 BC). St. Poplia the Confessor, deaconess of Antioch (4th C). Holy Martyrs Juventus and Maximus at Antioch (363). Hieromartyr Dionysius (Denis), bishop of Paris (c.258). St. Stephen the Younger, king of Serbia (1468). Glorification (1989) (26th Sep O.C.) of St. Tikhon, patriarch of Moscow and All Russia (1925).|
10-10||||||||||Holy Martyrs Eulampius and Eulampia, at Nicomedia, and 200 Martyrs with them (311). Venerable Ambrose, starets of Optina (1891). St. Theophilus the Confessor of Bulgaria (716). Blessed Andrew of Totma, Fool-for-Christ (1673). Holy Martyr Theotecnus of Antioch (4th C). St. Bassian of Constantinople (c.458). Synaxis of the Fourteen Saints of Optina: St. Leonid (repose) (1841), St. Macarius (1860), St. Moses (1862), St. Anthony (1865), St. Hilarion (1873), St. Ambrose (1891), St. Anatole (the "Elder") (1894), St. Isaac I (1894), St. Joseph (1911), St. Barsanuphius (1913), St. Anatole (the "Younger") (1922), St. Nektary (1928), St. Nikon the Confessor (1931), New Hieromartyr archimandrite Isaac II (1937).|St. Paulinus, archbishop of York (644). St. Patrician, bishop of Man (5th C).
10-11||||||||||Holy Disciple Philip of the Seventy, one of the Seven Deacons (1st C). St. Theophanes the Confessor and Hymnographer, bishop of Nicaea (c.850). Holy Martyrs Zenais and Philonilla of Tarsus in Cilicia, relatives of St. Paul (1st C). SS Nectarius (397), Arcadius (405), and Sinisius (427), patriarchs of Constantinople. St. Philotheus (Kokkinos) of Mt Athos, patriarch of Constantinople (1379).|St. Ethelburga, abbess of Barking (c.676). St. Kenneth (Cainnech), abbot of Aghaboe (7th C).
10-12||||||||||St. Symeon the New Theologian (1021). Holy Martyrs Probus, Tarachus, and Andronicus, at Tarsus in Cilicia (304). St. Cosmas the Hymnographer, bishop of Maiuma (787). St. Martin the Merciful, bishop of Tours (397)(or Nov 12th or in the West, Nov 11th).|St. Fiace, disciple of St. Patrick (5th C). St. Mobhi of Glasnevin (544). St. Edwin, King and Martyr (633). St. Wilfrid, archbishop of York (709).
10-13||||||||||Holy martyrs Carpus, Papylus, Agathadorus, and Agathonica, at Pergamum (251). St. Nicetas the Confessor of Paphlagonia (838). Hieromartyr Benjamin the deacon, of Persia (5th C). Martyr Florentius of Thessalonica (2nd C). New Great Martyr Chryse (Zlata) of Meglin (1795). Return of the relics of the Venerable and God-Bearing Father, Sabbas the Sanctified (532) to the monastery of Massaba in Jordan on October 24th, 1965.|St. Comgan, brother of St. Kentigern (8th C). Holy Martyrs Fyncana and Fyndoca of Scotland.
10-14||||||||||Holy Martyrs Nazarius, Gervasius, Protasius, and Celsius of Milan (1st C). St. Parasceva (Petka) of Epibatima, Thrace, whose relics are in Iasi, Romania (11th C). St. Cosmas the Hagiopolite (8th C). St. Ignatius, metropolitan of Mithymna (1566). St. Nikola Sviatosha, prince of Chernigov and wonderworker of the Kiev Caves (1143).|St. Burchard, 1st bishop of Wurzburg, English missionary to Germany (754). St. Manaccus, abbot of Holyhead (6th C).
10-15||||||||||Holy Martyr Lucian, presbyter of Antioch (312). Venerable Sabinus, bishop of Catania (760). St. Euthymius the New, Confessor of Thessalonica (889). St. Varsus (Barses) the Confessor (4th C). Holy Martyrs Sarbelius and Bebai (Barbea) of Edessa (2nd C).|St. Thecla of Wimborne, abbess and missionary (786).
10-16||||||||||Holy Martyr Longinus the Centurion, who stood at the Cross of the Lord (1st C). Holy Martyrs Isaurus and Aphrodisius, who suffered with St. Longinus (1st C). Appearance of the Archangel Michael at Mont St. Michel (8th C).|St. Gall, hermit and missionary at Bangor and Luxeuil, Enlightener of Switzerland (646). St. Lull of Malmesbury, missionary in Germany (787). Holy martry Eliphius (Eloff) (362). St. Vitalis (Vial), Hermit, Confessor (740).
10-17||||||||||Holy Martyrs and Unmercenaries Cosmas and Damian of Arabia, and their brothers Leontius, Anthimus, and Eutropius (4th C). Righteous Prophet Hosea (Osee) (820 BC). Monk-Martyr Righteous Andrew of Crete (767). Martyr Queen Shushaniki (Susanna) of Georgia (475). Translation of the relics (898) of St. Lazarus ‘of the four days’ (in the tomb), bishop of Kition on Cyprus.|SS Ethelred (Ailred) and Ethelbert, Princes of Kent (c.640). St. Regulus (Rule), who brought the relics of St. Andrew to Scotland (4th C). St. Colman, abbot-bishop of Kilroot (5th C). St. Louthiern, bishop (6th C). St. Nothelm, 10th archbishop of Canterbury (739).
10-18|The Holy Apostle & Evangelist Luke (1st C)|4|Colossians 4:5-11,14-18|Luke 10:16-21|1|1|1|||St. Julian, hermit of Mesopotamia (4th C). Holy Martyr Marinus the Elder at Anazarbus (4th C). SS Symeon, Theodore, and Euphrosyne, who found the Icon of the Mother of God in the Great Cave of Peloponnesus (9th C). St. Peter of Cetinje, metropolitan of Montenegro (1830). New Martyrs Gabriel and Cirmidol of Egypt (1522).|St. Gwen, sister of St. Nonna (5th C). St. Wenna, martyred at Talgarth (492). SS Brothen and Gwendolen of Wales (6th C). St. Monon, hermit and martyr (645).
10-19||||||||||Righteous Prophet Joel (800 BC). Holy Martyr Varus, and with him six Monk-Martyrs (c.307). New Monk-Martyr Nicholas Dvali of Jerusalem (1314). Hieromartyr Mnason, bishop of Cyprus (1st C). Translation of the relics (1195) of St. John, abbot of Rila in Bulgaria (946). Righteous John, the Wonderworker of Kronstadt (1908).|St. Frideswide, abbess of Oxford (c.735). St. Ethbin the Recluse (600). Hieromartyr Ednoth, bishop of Dorchester-on-Thames (1016).
10-20||||||||||Great Martyr Artemius at Antioch (362). St. Matrona of Chios (1462). St. Gerasimus the New Ascetic, of Cephalonia (1579). Holy Martyr Zebinas of Caesarea in Palestine. Translation of the relics of New Martyr Ignatius of Mt. Athos (1814).|St. Acca, bishop of Hexham (c.740). St. Aidan, bishop of Mayo (768). SS Bradan and Orora (Crora) of Man.
10-21||||||||||St. Hilarion the Great of Palestine (371). Hieromartyr Socrates the presbyter and Martyr Theodote of Ancyra (230). Translation of the relics of St. Christodulus the Wonderworker of Patmos (1093). New Martyr John of Peloponnesus (1773). St. Philotheus of Neapolis and Mt. Athos (14th C).|St. Fintan Munnu, abbot-founder of Taghmon (635). St. Condedus, hermit (685). St. Tuda, bishop of Northumbria (664). St. Malathgeny of Cluain-Edneach (767).
10-22||||||||||Holy Equal-to-the-Apostles Abercius (Averkios), bishop and Wonderworker of Hierapolis (c.167). The Holy Seven Youths ("Seven Sleepers") of Ephesus: Maximilian, Jamblichus, Martinian, Dionysius, Antoninus, Constantine (Hexakustodianos), and John (250). Monk-martyr Bertharius and his Companions, slain by the Saracens at Montecassino (c.884).|St. Mellon of Cardiff, 1st bishop of Rouen (314). St. Donatus of Fiesole (874).
10-23|The Holy Apostle James, Brother of the Lord (c.63)|4|Galatians 1:11-19|Matthew 13:54-58|1||1|||St. Ignatius, patriarch of Constantinople (878). St. Macarios the Roman of Mesopotamia. Translation of the relics of Blessed James of Borovichi, wonderworker of Novgorod (C16th).|St. Elfleda of Glastonbury, Virgin (936). St. Ethelfleda, abbess of Romsey (c.970). St. Clether (c.520).
10-24||||||||||Great Martyr Arethas (al-Haarith) of Arabia and his companions, including Martyr Syncletica and her two daughters (523). Holy Martyr Sebastian of Heraclea in Thrace (286). Blessed Elesbaan (Caleb), King of Ethiopia (553). St. Athanasius, patriarch of Constantinople (1311). Icon of the Most Holy Theotokos, "The Joy of All Who Sorrow" (1688).|St. Cadfarch, disciple of Iltyd (6th C). St. Maelor of Sark (586).
10-25||||||||||Holy Martyrs Marcian and Martyrius the Notaries, of Constantinople (355). St. Tabitha the Merciful, the widow raised from the dead by the Apostle Peter (1st C). Holy Martyrs Chrisaphos and Chrysanthe. Holy Martyrs Crispin and Crispinian (c.285).|Translation of the relics of St. John of Beverley (1037).
10-26|Holy and Glorious Great Martyr Demetrius the Myrrh-Streaming, of Thessalonica (306)|3|2 Timothy 2:1-10|John 15:17-16:2|1||1|1||Commemoration of the Great Earthquake at Constantinople (740). Holy Martyr Ioasaph, monk of Mt. Athos, disciple of St. Niphon of Constantinople (1536).|St. Alfred the Great, King of Wessex and all Orthodox England (899). St. Albinus, bishop and missionary (550). SS Aneurin and Gwinoc, monks (6th C). St. Cedd, Apostle of Essex (664). St. Eata, bishop of Hexham and abbot of Lindisfarne (686). St. Eadfrith, abbot of Leominster (675). St. Cuthbert, 12th archbishop of Canterbury (761). St. Bean, bishop of Mortlach (c.1012).
10-27||||||||||Great Martyr Nestor of Thessalonica (c.306). St. Procla, the wife of Pontius Pilate (1st C). St. Cyriacus, patriarch of Constantinople (1390). Venerable Nestor the Chronicler of the Kievan Caves (1114).|St. Otteran (Odran) of Iona, bishop of Meath (563). St. Abban of Wexford (6th C). St. Colman, abbot of Senboth-Fola (632).
10-28||||||||||Great Martyr Parasceva of Iconium (3rd C). Hieromartyr Cyriacus, Patriarch of Jerusalem (363), and his mother, Holy Martyr Anna. Holy Martyrs Terence and Neonilla and their children, Sarbelus, Photus, Theodulus, Hierax, Nitus, Bele, and Eunice (249). St. Athanasius I, patriarch of Constantinople (1340). New Martyrs Angelis, Manuel, George, and Nicholas of Crete (1824). St. Stephen of St. Sabbas’ Monastery, Hymnographer (807).|St. Dorbhene, abbot of Iona (713). St. Eadsige, 32nd archbishop of Canterbury (1050).
10-29||||||||||Virgin-Martyr Anastasia the Roman and Holy Martyr Cyril (256). St. Abramius the Recluse (360), and his niece, St. Mary of Mesopotamia (397). New Martyr Athanasius of Sparta, at Muatanach (1653). New Martyr Timothy of Esphigmenou Monastery, Mt. Athos (1820). St. Abramius, archimandrite of Rostov (Valaam) (1073). St. Serapion of Zarzmeli, Georgia (900).|St. Kennara, hermitess of Kirk Kinner, Galloway (5th C). St. Colman, abbot-founder of Kilmacduagh (632).
10-30||||||||||Holy Apostles Cleopas, Tertius, Mark, Justus, and Artemas, of the Seventy (1st C). Hieromartyr Zenobius and his sister Zenobia, of Aegea in Cilicia (285). St. Joseph I and St. Kyriakos, patriarchs of Constantinople (13th C). St. Stephen Milutin (1320), his brother St. Dragutin (monk Theoctistus) (1316), and their mother St. Helen (1306), wife of Urosh I of Serbia.|St. Ethelnoth the Good, 31st archbishop of Canterbury (1038). Virgin-martyr Arilda of Gloucestershire. St. Talarican, Pictish bishop (6th C).
10-31||||||||||Apostles Stachys, Amplias, Urban, Narcissus, Apelles, and Aristobulus of the Seventy (1st C). New Martyr Nicholas the New of Chios (1754). Holy Martyr Epimachus of Pelusium, who suffered at Alexandria (250).|St. Erth (Herygh), brother of St. Euny (514). St. Begu, nun of Hackness (660). St. Foillan, missionary monk in East Anglia (655).
11-01|Holy Wonderworkers and Unmercenaries Cosmas and Damian of Asia Minor|K|1 Corinthians 12:27-13:8|Matthew 10:1,5-8|1||1|1||St. Theodota, mother of Cosmas and Damian (3rd C). Holy Martyrs James of Prodromou Skete, Mt. Athos and his two disciples James and Dionysius (1520). Venerable David the Righteous of Eubœa (1589).|St. Pabiali, son of King Brychan of Brecknock (6th C). St. Ceitho of Cardiganshire (6th C). St. Cledwyn of Breconshire (5th C). St. Cadfan, founder of monasteries (6th C). St. Caillin (7th C). St. Dingad (5th C). St. Gwythian (6th C).
